text,terms,lab_sim
it is easy to navigate and update programs.,"[('update programs', None), ('navigate', None)]",0.46999398
the laptop is gorgeous.,"[('laptop', None)]",0.6901016
it's more expensive but well worth it in the long run.,"[('price', None)]",0.38460118
i've had hp desktop for over 4 yrs now and not one days goes by that i don't regret buying it.,"[('hp desktop', None)]",0.69541967
hp didn't fix it.,"[('hp', None)]",0.42879167
", applications respond immediately (not like the tired ms applications).","[('ms applications', None)]",0.38312152
"all in all, a very disappointing experience except that i learned how good the geek squad is and also customer service.","[('customer service', None)]",0.56245625
"now, i guess, i'll have to unload my m6809 on some poor, hapless soul.","[('m6809', None)]",0.2766665
"the only drawback for me is how dirty the screen gets, and rather quickly too.","[('screen', None)]",0.54484576
the problems started with just the screen freezing.,"[('screen freezing', None)]",0.44927
taking it anywhere was a pain!,"[('taking it anywhere', None)]",0.21720983
i also did not like the loud noises it made or how the bottom of the computer would get really hot.,"[('noises', None), ('computer', None)]",0.5390237
i had in the past a dell laptop and they sent me the items it needed or they sent a repair technician to my house to fix it.,"[('dell laptop', None)]",0.5301386
i previously owned a toshiba and it only lasted about 2 years.,"[('toshiba', None)]",0.64140236
defective software.,"[('software', None)]",0.42382187
cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.,"[('setup', None), ('cords', None)]",0.12007042
it is good to know that i can mobilize without having to worry about the battery life.,"[('battery life', None)]",0.34130716
"the screen is nice, side view angles are pretty good.","[('side view angles', None), ('screen', None)]",0.41932276
"looks nice, but has a horribly cheap feel.","[('feel', None), ('look', None)]",0.4409462
i would recommend not buying this product.,"[('product', None)]",0.3191279
its more like a snail crawl.,"[('snail crawl', None)]",0.07461414
"the feel of this is better than the toshiba, too.","[('feel', None), ('toshiba', None)]",0.7035937
i would recommend this laptop to anyone looking to get a new laptop who is willing to spend a little more money to get great quality!,"[('quality', None), ('laptop', None)]",0.70129615
"i upgraded the memory and replaced the base windows 7 starter to win 7 home, and it runs just fine.","[('windows 7', None)]",0.34169242
"also, one of the users mentioned how the edges on the macbook is sharp, if you have money to spend on one of the incase shells, it doesn't seem to be a problem.","[('edges', None), ('macbook', None)]",0.49987334
"it is easy to use, its keyboard easily accommodates large hands, and its weight is fantasic.","[('weight', None), ('keyboard', None)]",0.40046558
the battery is really long.,"[('battery', None)]",0.38149723
"anyway, in early july of this year, the dvd burner stopped working, and the computer stared having issues with power supply.","[('power supply', None)]",0.46291786
the 17 in macbook pro has been a wonderful addition.,"[('macbook', None)]",0.6308432
this computer that i have has had issues with the keyboard where it lost half the keyboard functions.,"[('keyboard functions', None)]",0.52375746
1st time they got it working the next 5 month they had me send it in.,"[('working', None)]",0.3237334
i just love my mac!,"[('mac', None)]",0.5897761
macs are amazing!!!,"[('macs', None)]",0.56442684
my hp g60-244dx died after only 16 months.,"[('hp g60-244dx', None)]",0.50709784
the book is useless.,"[('book', None)]",0.19299367
computer has been at service facility more than in my hands.,"[('service facility', None)]",0.5363528
this laptop is very large and barely fits in any carrying cases.,"[('fits', None)]",0.41723827
when i called sony the customer service was great.,"[('customer service', None)]",0.48749724
i sent it to them to fix in perfect condition but for what was wrong with it.,"[('condition', None), ('fix', None)]",0.36196104
"my computer froze on several occasion, had buttons that randomely would fall off and even had moments when the computer would refuse to turn on at all.","[('buttons', None)]",0.40031227
which was way too much money.,"[('money', None)]",0.10675361
"to those thinking about switching, do it and do not look back!","[('switch', None)]",0.31320897
"this is an over-sized, 18-inch laptop.","[('18-inch laptop', None)]",0.55526274
1.you can not change your desktop background (window's 7 starter does not support that function).,"[('windows 7 starter', None)]",0.29233813
the screen gets smeary and dusty very quickly and it's very noticeable.,"[('screen', None)]",0.4399558
"i got it for christmas, and i was so excited to set it up!","[('set', None)]",0.32250756
strengths:well-shaped weaknesses:a bad videocard!,"[('videocard', None), ('strengths', None)]",0.5427579
"the battery life, before the battery completely died of course, left much to be desired.","[('battery life', None)]",0.43215552
"it is a real touchpad, not the toy i saw in other brands.","[('touchpad', None)]",0.30548894
it has worked fine.,"[('worked', None)]",0.41697872
the most amazing part to me as a pc user is the startup and shutdown times - and the fact that you very rarely have to restart the thing.,"[('pc user', None)]",0.583844
price and purpose is awesome!,"[('purpose', None), ('price', None)]",0.40463865
wonderful zooming.,"[('zooming', None)]",0.302827
"the screen is huge and coloful, but no led backlighting.","[('led backlighting', None)]",0.33177286
"in all honesty, if someone is looking for a quality laptop and willing to pay a little more money for a normal sized laptop than a cheaper and less impressive laptop, then do not buy this computer.","[('price', None), ('laptop', None), ('quality laptop', None)]",0.6705211
everything about this computer is easy to use.,"[('use', None)]",0.6666796
"after paying over $1000 for this computer, it was not worth it.","[('computer', None)]",0.64001817
"worse, for the price i could get a *netbook* that outperforms this machine.","[('netbook', None), ('price', None)]",0.6808627
very happy with my 7th toshiba laptop!,"[('toshiba', None)]",0.68668145
my wife recently purchased an apple macbook pro and our granddaughter fell in love with it and asked for one for her birthday.,"[('apple macbook', None)]",0.5826505
it had most of the features and all of the power that i wanted to replace my desktop machine.,"[('features', None), ('power', None)]",0.57435733
keyboard was also very nice and had a solid feel.,"[('keyboard', None), ('look', None)]",0.5487025
