text,aspect_term,polarity,gold_polarity
they need a kick out of it but until then the sushi is pretty good and the place is consistent.,place,positive,positive
i've had to wait only a few times during lunch but this place is definitely worth the wait.,lunch,positive,neutral
i've had to wait only a few times during lunch but this place is definitely worth the wait.,wait,positive,positive
all in all the food was above average and i would return to see how they operate with four or less dinners.,food,positive,positive
all in all the food was above average and i would return to see how they operate with four or less dinners.,dinners,positive,neutral
"delicious food, excellent service, and a pretty atmosphere make this a great choice for dinner and the $5.99 lunch buffet makes it an even better choice for lunch!",food,positive,positive
"delicious food, excellent service, and a pretty atmosphere make this a great choice for dinner and the $5.99 lunch buffet makes it an even better choice for lunch!",service,positive,positive
"delicious food, excellent service, and a pretty atmosphere make this a great choice for dinner and the $5.99 lunch buffet makes it an even better choice for lunch!",atmosphere,positive,positive
"delicious food, excellent service, and a pretty atmosphere make this a great choice for dinner and the $5.99 lunch buffet makes it an even better choice for lunch!",lunch buffet,positive,positive
"delicious food, excellent service, and a pretty atmosphere make this a great choice for dinner and the $5.99 lunch buffet makes it an even better choice for lunch!",dinner,positive,positive
"delicious food, excellent service, and a pretty atmosphere make this a great choice for dinner and the $5.99 lunch buffet makes it an even better choice for lunch!",lunch,positive,positive
"for appetizers, i recommend the shrimp fritters and dumplings.",appetizers,positive,neutral
"for appetizers, i recommend the shrimp fritters and dumplings.",shrimp fritters,positive,positive
"for appetizers, i recommend the shrimp fritters and dumplings.",dumplings,positive,positive
such nice people working here - but i have to review the food.,people,positive,positive
such nice people working here - but i have to review the food.,food,negative,neutral
"the restaurant is dark and not very attractive and then you have spot lights shining on you putting you in the worst light possible, reaching for sunglasses.",spot lights,negative,negative
try the times square cocktail -- ginger lemonade with vodka (also available without vodka.),times square cocktail,neutral,positive
try the times square cocktail -- ginger lemonade with vodka (also available without vodka.),ginger lemonade with vodka,neutral,positive
veal parmigana - better than patsy's!,veal parmigana,positive,positive
"great wine, great food.",wine,positive,positive
"great wine, great food.",food,positive,positive
"the service was mediocre, and the lack of air conditioning made for a less than comfortable meal.",service,negative,neutral
"the service was mediocre, and the lack of air conditioning made for a less than comfortable meal.",air conditioning,negative,negative
"the service was mediocre, and the lack of air conditioning made for a less than comfortable meal.",meal,negative,negative
the food and staff always surprise me with the new heights they are taken to.,food,positive,positive
the food and staff always surprise me with the new heights they are taken to.,staff,positive,positive
went to ottimo and was expecting outstanding pizza (as i love la pizza fresca).,pizza,positive,neutral
honestly the worst sushi my husband and i had in our entire lives.,sushi,negative,negative
"however, if you want great food at a great price and don't mind the decor, you can't beat this place.",food,positive,positive
"however, if you want great food at a great price and don't mind the decor, you can't beat this place.",price,positive,positive
"however, if you want great food at a great price and don't mind the decor, you can't beat this place.",decor,positive,negative
what makes this restaurant special are the authentic sichuan cooking and being the only one in nyc that offers authentic chongqing hotpot.,sichuan cooking,positive,positive
