text,aspect_term,polarity,gold_polarity
"overall : poor, features: average, performance: poor, battery life: excellent, price-value: poor",battery life,negative,positive
"overall : poor, features: average, performance: poor, battery life: excellent, price-value: poor",price,negative,negative
"overall : poor, features: average, performance: poor, battery life: excellent, price-value: poor",value,negative,negative
microsoft seems to be unable to keep up with repairs for the multitude of windows problems.,windows,negative,negative
the graphics are stunning.,graphics,positive,positive
"(i found a 2gb stick for a bit under $50) nice and portable and definitely a decent enough system to keep you entertained while sitting in the airplane for a couple of hours, or at the hotel taking care of some last minute details and documents.",system,positive,positive
after much effort and 10 days asus replaced itthe wifi is very weak.,wifi,negative,negative
you can call hp and they want you to buy more software to fix it.,software,neutral,neutral
it is easy to navigate and update programs.,update programs,positive,neutral
it is easy to navigate and update programs.,navigate,positive,positive
", applications respond immediately (not like the tired ms applications).",applications,neutral,positive
", applications respond immediately (not like the tired ms applications).",ms applications,neutral,negative
"all in all, a very disappointing experience except that i learned how good the geek squad is and also customer service.",customer service,positive,positive
"the only drawback for me is how dirty the screen gets, and rather quickly too.",screen,negative,negative
"the laptop is very lightweight, can easily carry around in a knapsack full of text books and it barely adds any weight.",carry,positive,positive
"the laptop is very lightweight, can easily carry around in a knapsack full of text books and it barely adds any weight.",weight,positive,positive
"seems to slow down occassionally but can run many applications (ie internet tabs, programs, etc) simultaneously.",applications,negative,positive
"seems to slow down occassionally but can run many applications (ie internet tabs, programs, etc) simultaneously.",programs,negative,neutral
"seems to slow down occassionally but can run many applications (ie internet tabs, programs, etc) simultaneously.",internet tabs,negative,positive
i also did not like the loud noises it made or how the bottom of the computer would get really hot.,noises,negative,negative
i also did not like the loud noises it made or how the bottom of the computer would get really hot.,bottom of the computer,negative,negative
i had in the past a dell laptop and they sent me the items it needed or they sent a repair technician to my house to fix it.,repair technician,neutral,positive
