text,predictions
"i also love the design, the looks, the feel, and the my toshiba feature is wonderfull.","[('feel', None), ('toshiba', None), ('design', None)]"
"for me, five stars is not enough.","[('stars', None)]"
i love how easy every thing is to do on my apple products.,"[('apple', None), ('apple products', None)]"
"sadly apple has discontinued this macbook, i think it was never super popular since it fell somewhere in between the cheapest white model and the smaller pros.","[('white model', None), ('pros', None)]"
the layout of the macbook is horrible and confusing;,"[('macbook', None), ('layout', None)]"
was not happy with one of the programs on it.,"[('programs', None)]"
"also it is very good for college students who just need a reliable, easy to use computer.","[('computer', None), ('college', None)]"
the first one sent: touchpad didn't work the second sent: usb didn't work the third sent: touchpad didn't work the fourth sent: hasn't arrived yet.,"[('usb', None), ('touchpad', None)]"
i came from the dell laptops and now i am so glad i switched when i needed a new laptop.,"[('new laptop', None), ('dell laptops', None)]"
this is definitely a computer worth the money;,"[('money', None), ('computer', None)]"
"only other thing is that if you are using this for document creation apple doesnt provide any kind of word processor (such as works for windows), but iwork is cheap compared to office.","[('apple', None), ('word processor', None)]"
i am stuck with a laptop that i cannot do very much with.,"[('laptop', None)]"
it is light and the battery last a very long time.,"[('time', None), ('battery', None)]"
better stick with another brand.,"[('brand', None), ('wait', None)]"
i am glad i did my research.,"[('research', None), ('i', None)]"
"and at one point, they blame me for installing a bad memory stick when i upgrade my memory for the first time during my purchase of the laptop (i bought the memory stick they recomended).","[('memory', None), ('laptop', None)]"
5 months dead again.,"[('dead', None), ('time', None)]"
"also, you won't have to worry about them going onlne a getting a virus.","[('virus', None), ('waiting', None)]"
very happy.,[]
the netbook is easier for me to take to bed and carry around with me.,"[('netbook', None), ('bed', None)]"
"externally the keys on my keyboard are falling off, after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit, and the screen has a terrible glare.","[('glare', None), ('keys', None), ('mouse pad', None)]"
my children won't even use it for their school work.,"[('school', None), ('file', None)]"
this laptop was bad from the first day of use----brought it back to store for return of money.,"[('money', None), ('laptop', None)]"
the next time i had an issue my lightscribe wouldn't work.,"[('lightscribe', None), ('time', None)]"
"the touchpad is extremely sensitive, which is the only drawback.","[('touchpad', None), ('drawback', None)]"
also it comes with very useful applications like iphoto that it is the best photo application i have ever had,"[('iphoto', None), ('photo', None)]"
it has everything i would need for a home computer.,"[('computer', None), ('home', None)]"
"the computer did what it was not supposed to do, and i didn't know what to do....","[('computer', None)]"
"-bluetooth (2.1), fingerprint reader, full 1920x1080 screen -integrated mic/webcam* -dual touchpad mode is interesting, and easy to use -5 usb ports -runs about 38-41c on idle, up to 65 (for me) on load -very quiet -i could go on and on.","[('fingerprint reader', None), ('usb ports', None), ('dual touchpad', None)]"
i love this computer.,"[('computer', None)]"
"they informed me that i had around 7 ""policies"" or viruses on it.","[('viruses', None), ('policies', None)]"
"they don t translate from a mac, even on word, resulting in a ton of run-on sentences.","[('sentences', None), ('mac', None)]"
"the acer one computer that i bought is 17 ince screen and its hard to find lap top bags for it, but i like the big screen on it.","[('acer', None), ('bags', None)]"
summary: they played games with me for the warranty period.,"[('warranty', None), ('games', None)]"
i cant believe hp put this out.,"[('hp', None), ('out', None)]"
"in november my computer messed up entirely and wouldn't power on after intalling a windows update, i had to have my hd flashed and lost everything on it, including my school assignments and irriplaceable pictures that were only in digital format and several other things, when this update was installed for some reason i was unable to roll back the drivers and everything to an earlier working condition because when the update was installed it deleted my history.","[('windows', None), ('hd', None), ('history', None)]"
"without a big ol' clunky machine in my backpack, i feel like i can do programming homework anywhere.","[('machine', None), ('programming', None)]"
i can have both osx and windows xp running at the same time!,"[('windows xp', None), ('osx', None)]"
"i tell everyone that i know, friends, family and enemies this is the absolute worst computer i have ever used.","[('family', None), ('computer', None)]"
"overall : poor, features: average, performance: poor, battery life: excellent, price-value: poor","[('price-value', None), ('service', None), ('battery', None)]"
"otherwise, i love it!","[('i', None), ('a', None)]"
having someone give you a quick tour of how to's is the best.,"[('person', None), ('tour', None)]"
i have recently converted back to a mac and i couldn't be happier!,"[('mac', None), ('transformation', None)]"
microsoft seems to be unable to keep up with repairs for the multitude of windows problems.,"[('microsoft', None), ('windows', None)]"
at 16 months it started shutting off after only 5 or 10 minutes.,"[('time', None), ('n', None)]"
they basically told me that the machine would be problem free now.,"[('machine', None), ('problem', None)]"
i paid about 18000 for this laptop because of all the bells and whistles and it kept crapping out on me.,"[('bells', None), ('whistles', None), ('laptop', None)]"
